Id	SendName	Title	Content	ValidTime	RewardIds[1]	RewardIds[2]	RewardIds[3]	RewardIds[4]	RewardIds[5]	RewardIds[6]	RewardIds[7]	RewardIds[8]	RewardIds[9]	RewardIds[10]	RewardIds[11]	RewardIds[12]	RewardIds[13]	RewardIds[14]	RewardIds[15]	RewardIds[16]	RewardIds[17]	RewardIds[18]	RewardIds[19]	RewardIds[20]	RewardIds[21]	RewardIds[22]
19302	空中花园指挥中心	文化纪24进18投票开始	尊敬的指挥官，【伊甸文化纪】前日纪12进6的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19303	空中花园指挥中心	文化纪18进6，上半场投票开始	尊敬的指挥官，【伊甸文化纪】后日纪6进3的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19304	空中花园指挥中心	文化纪18进6，下半场投票开始	尊敬的指挥官，【伊甸文化纪】终场狂欢3进1的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19305	空中花园指挥中心	文化纪6进3投票开始	尊敬的指挥官，【伊甸文化纪】终场狂欢3进1的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19306	空中花园指挥中心	文化纪3进1投票开始	尊敬的指挥官，【伊甸文化纪】终场狂欢3进1的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19401	空中花园指挥中心	文化纪海选投票倒计时	尊敬的指挥官，【伊甸文化纪】开幕纪典24进12的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19402	空中花园指挥中心	文化纪24进18投票倒计时	尊敬的指挥官，【伊甸文化纪】前日纪12进6的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19403	空中花园指挥中心	文化纪18进6，上半场投票倒计时	尊敬的指挥官，【伊甸文化纪】后日纪6进3的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19404	空中花园指挥中心	文化纪18进6，下半场投票倒计时	尊敬的指挥官，【伊甸文化纪】终场狂欢3进1的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19405	空中花园指挥中心	文化纪6进3投票倒计时	尊敬的指挥官，【伊甸文化纪】终场狂欢3进1的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19406	空中花园指挥中心	文化纪3进1投票倒计时	尊敬的指挥官，【伊甸文化纪】终场狂欢3进1的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19501	空中花园指挥中心	文化纪海选投票截止提醒	尊敬的指挥官，【伊甸文化纪】王选预战27进24的投票期将于今日20:00:00截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19502	空中花园指挥中心	文化纪24进18投票截止提醒	尊敬的指挥官，【伊甸文化纪】巡回演出24进18的投票期将于今日20:00:00截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19503	空中花园指挥中心	文化纪18进6投票截止提醒	尊敬的指挥官，【伊甸文化纪】大复活秀-18进6-上半场的投票期将于今日20:00:00截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	259200																						
19504	空中花园指挥中心	文化纪18进6投票截止提醒	尊敬的指挥官，【伊甸文化纪】大复活秀-18进6-下半场的投票期将于今日20:00:00截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	259200																						
19505	空中花园指挥中心	文化纪6进3投票截止提醒	尊敬的指挥官，【伊甸文化纪】庆典高潮6进3的投票期将于今日20:00:00截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19506	空中花园指挥中心	文化纪3进1投票截止提醒	尊敬的指挥官，【伊甸文化纪】永不谢幕3进1的投票期将于今日20:00:00截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19601	空中花园指挥中心	文化纪海选公示期	尊敬的指挥官，【伊甸文化纪】王选预战27进24的热度支援结果已经出来啦，进入文化纪界面查看各个选手的晋升情况吧	604800																						
19602	空中花园指挥中心	文化纪24进18公示期	尊敬的指挥官，【伊甸文化纪】巡回演出24进18的热度支援结果已经出来啦，进入文化纪界面查看各个选手的晋升情况吧	604800																						
19603	空中花园指挥中心	文化纪18进6上半场已结束	尊敬的指挥官，【伊甸文化纪】大复活秀-18进6-上半场的热度支援结果已经出来啦，进入文化纪界面查看各个选手的晋升情况吧	259200																						
19604	空中花园指挥中心	文化纪18进6下半场公示期	尊敬的指挥官，【伊甸文化纪】大复活秀-18进6-下半场的热度支援结果已经出来啦，进入文化纪界面查看各个选手的晋升情况吧	259200																						
19605	空中花园指挥中心	文化纪6进3公示期	尊敬的指挥官，【伊甸文化纪】庆典高潮6进3的热度支援结果已经出来啦，进入文化纪界面查看各个选手的晋升情况吧	604800																						
19606	空中花园指挥中心	文化纪3进1公示期	尊敬的指挥官，【伊甸文化纪】永不谢幕3进1的热度支援结果已经出来啦，进入文化纪界面查看各个选手的晋升情况吧	604800																						
19701	空中花园指挥中心	文化纪海选投票开始	尊敬的指挥官，【伊甸文化纪】王选预战27进24的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19702	空中花园指挥中心	文化纪24进18投票开始	尊敬的指挥官，【伊甸文化纪】巡回演出24进18的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19703	空中花园指挥中心	文化纪18进6(上)投票开始	尊敬的指挥官，【伊甸文化纪】大复活秀-18进6-上半场的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	259200																						
19704	空中花园指挥中心	文化纪18进6(下)投票开始	尊敬的指挥官，【伊甸文化纪】大复活秀-18进6-下半场的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	259200																						
19705	空中花园指挥中心	文化纪6进3投票开始	尊敬的指挥官，【伊甸文化纪】庆典高潮6进3的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19706	空中花园指挥中心	文化纪3进1投票开始	尊敬的指挥官，【伊甸文化纪】永不谢幕3进1的投票期已经开始啦。前往活动界面给心仪的选手投票吧！	604800																						
19801	空中花园指挥中心	文化纪海选投票倒计时	尊敬的指挥官，【伊甸文化纪】王选预战27进24的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19802	空中花园指挥中心	文化纪24进18投票倒计时	尊敬的指挥官，【伊甸文化纪】巡回演出24进18的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19803	空中花园指挥中心	文化纪18进6(上)投票倒计时	尊敬的指挥官，【伊甸文化纪】大复活秀-18进6-上半场的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	259200																						
19804	空中花园指挥中心	文化纪18进6(下)投票倒计时	尊敬的指挥官，【伊甸文化纪】大复活秀-18进6-下半场的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	259200																						
19805	空中花园指挥中心	文化纪6进3投票倒计时	尊敬的指挥官，【伊甸文化纪】庆典高潮6进3的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
19806	空中花园指挥中心	文化纪3进1投票倒计时	尊敬的指挥官，【伊甸文化纪】永不谢幕3进1的投票期1小时后截止，截止后将无法投票。前往活动界面给心仪的选手投票吧！	604800																						
20000	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200000	200001	200002																			
20001	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200010	200011	200012																			
20002	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200020	200021	200022																			
20003	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200030	200031	200032																			
20004	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200040	200041	200042																			
20005	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200050	200051	200052																			
20006	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200060	200061	200062																			
20007	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200070	200071	200072																			
20008	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200080	200081	200082																			
20009	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200090	200091	200092																			
20010	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200100	200101	200102																			
20011	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200110	200111	200112																			
20012	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200120	200121	200122																			
20013	空中花园补给中心	雷蒙盖顿之书破译奖励	尊敬的指挥官，您在本次【雷蒙盖顿之书】活动。以下是您的奖励，请查收。望再接再厉，为伊甸回归大地做出贡献。	604800	200130	200131	200132																			
21001	空中花园指挥中心	区域三高危暗区开放提醒	尊敬的指挥官，全境特遣-纯白破晓【人形生物体】的区块将于今日16点到21点期间开启，前往活动界面中查看吧	604800																						
21002	空中花园指挥中心	区域三高危暗区已开放	尊敬的指挥官，全境特遣-纯白破晓【人形生物体】攻略已开始，特此发放特制血清120点。【人形生物体】开放时间本日16点到21点，前往活动界面中查看吧	604800	190001																					
21003	空中花园指挥中心	区域三高危暗区进度提醒	尊敬的指挥官，全境特遣-纯白破晓【人形生物体】攻略已达50%，特此发放特制血清120点。【人形生物体】开放时间本日16点到21点，前往活动界面中查看吧	604800	190001																					
21004	空中花园指挥中心	区域三高危暗区攻破通知	尊敬的指挥官，全境特遣-纯白破晓【人形生物体】已攻破，前往活动界面领取全服奖励吧	604800																						
21005	空中花园指挥中心	区域四高危暗区开放提醒	尊敬的指挥官，全境特遣-纯白破晓【数据聚集体】的区块将于今日10点到21点期间开启，前往活动界面中查看吧	604800																						
21006	空中花园指挥中心	区域四高危暗区已开放	尊敬的指挥官，全境特遣-纯白破晓【数据聚集体】攻略已开始，特此发放特制血清120点。【数据聚集体】开放时间本日10点到21点，前往活动界面中查看吧。注意：【数据聚集体】拥有免伤护盾，攻破其周围的增幅区，提升增幅等级至LV.7，可以获得克制增益	604800	190001																					
21007	空中花园指挥中心	区域四高危暗区进度提醒	尊敬的指挥官，全境特遣-纯白破晓【数据聚集体】攻略已达50%，特此发放特制血清120点。【数据聚集体】开放时间本日10点到21点，前往活动界面中查看吧。注意：【数据聚集体】拥有免伤护盾，攻破其周围的增幅区，提升增幅等级至LV.7，可以获得克制增益	604800	190001																					
21008	空中花园指挥中心	区域四高危暗区攻破通知	尊敬的指挥官，全境特遣-纯白破晓【数据聚集体】已攻破，前往活动界面领取全服奖励吧	604800																						
21009	空中花园指挥中心	全境特遣区域一沦陷之城开放	尊敬的指挥官，全境特遣-纯白破晓区域一【沦陷之城】已开放，前往活动界面中查看吧	604800																						
21010	空中花园指挥中心	全境特遣区域二失落列车开放	尊敬的指挥官，全境特遣-纯白破晓区域二【失落列车】已开放，前往活动界面中查看吧	604800																						
21011	空中花园指挥中心	全境特遣区域三神宇圣堂开放	尊敬的指挥官，全境特遣-纯白破晓区域三【神宇圣堂】已开放，前往活动界面中查看吧	604800																						
21012	空中花园指挥中心	全境特遣区域四意识湍流开放	尊敬的指挥官，全境特遣-纯白破晓区域四【意识湍流】已开放，前往活动界面中查看吧	604800																						
21013	空中花园指挥中心	区域四高危暗区开放提醒	尊敬的指挥官，全境特遣-沙盘拟算【噬月异种】的区块将于今日10点到21点期间开启，前往活动界面中查看吧	604800																						
21014	空中花园指挥中心	区域四高危暗区已开放	尊敬的指挥官，全境特遣-沙盘拟算【噬月异种】攻略已开始，特此发放浮点算力240点。【噬月异种】开放时间本日10点到21点，前往活动界面中查看吧。	604800	190002																					
21015	空中花园指挥中心	区域四高危暗区攻破通知	尊敬的指挥官，全境特遣-沙盘拟算【噬月异种】已攻破，前往活动界面领取全服奖励吧	604800																						
21016	空中花园指挥中心	全境特遣区域一战争前线开放	尊敬的指挥官，全境特遣-沙盘拟算区域一【战争前线】已开放，前往活动界面中查看吧	604800																						
21017	空中花园指挥中心	全境特遣区域二失序阵列开放	尊敬的指挥官，全境特遣-沙盘拟算区域二【失序阵列】已开放，前往活动界面中查看吧	604800																						
21018	空中花园指挥中心	全境特遣区域三暴风行动开放	尊敬的指挥官，全境特遣-沙盘拟算区域三【暴风行动】已开放，前往活动界面中查看吧	604800																						
21019	空中花园指挥中心	全境特遣区域四终局之战开放	尊敬的指挥官，全境特遣-沙盘拟算区域四【终局之战】已开放，前往活动界面中查看吧	604800																						
30000	空中花园指挥中心	赤铜之羽奖励	尊敬的指挥官，鉴于您身为赤铜之羽危险种狩猎者的出色表现，现给予与实力相应的奖励。请查验收取。	604800	30000																					
30001	空中花园指挥中心	秘银之羽奖励	尊敬的指挥官，鉴于您身为秘银之羽危险种狩猎者的出色表现，现给予与实力相应的奖励。请查验收取。	604800	30001																					
30002	空中花园指挥中心	鎏金之羽奖励	尊敬的指挥官，鉴于您身为鎏金之羽危险种狩猎者的出色表现，现给予与实力相应的奖励。请查验收取。	604800	30002																					
